ID,Posted_date,Job Title from List,Job Title,Job Type,Company,Country,Location,Hard Skills,Soft Skills,Languages,Salary Info,Source
136,01/27/2025,unknown,Fullstack Developer,Work,Kash APP,Uzbekistan,Tashkent,"CSS, Docker, Git, JavaScript, Kubernetes, Node.js, PostgreSQL, RabbitMQ","Teamwork, Adaptability","Russian C1, Uzbek C1",,hh.uz
137,01/31/2025,unknown,Frontend developer,Work,Lincoln Labs,Uzbekistan,Tashkent,"Figma, JavaScript, MySQL, PHP","Problem-Solving, Adaptability, Self-Motivation, Teamwork","English, Russian",,hh.uz
138,02/02/2025,unknown,Graphic designer,Work,AKFA MEDLINE,Uzbekistan,Samarkand,"Adobe Photoshop, Figma, Unity","Creativity, Attention to detail, Adaptability",,4000000.0,hh.uz
139,01/28/2025,unknown,Software Functional Testing Intern,Intern,EPAM Uzbekistan,Uzbekistan,Tashkent,SQL,Communication,English B1,,hh.uz
140,02/02/2025,unknown,Project Manager PM,Work,ChP Softex,Uzbekistan,Tashkent,"JIRA, Trello","Communication, Teamwork, Problem-Solving, Leadership, Analytical Thinking","English, Uzbek",,hh.uz
141,01/27/2025,unknown,Chief System Administrator,Work,ROODELL,Uzbekistan,Tashkent,N/A,"Problem-Solving, Teamwork, Adaptability, Communication",Uzbek,,hh.uz
142,01/29/2025,unknown,System administrator,Work,PROWEB.UZ (NOU «SMART EDUCATION SOLUTIONS»),Uzbekistan,Tashkent,Assembly,"Teamwork, Adaptability, Self-Motivation",Russian C1,5000000.0,hh.uz
143,01/16/2025,unknown,3D designer,Work,MIZAN,Uzbekistan,Tashkent,"Adobe Photoshop, Blender","Creativity, Teamwork, Adaptability",,,hh.uz
144,01/31/2025,unknown,Front-end Angular developer,Work,Fido-Biznes,Uzbekistan,Tashkent,"Angular, CSS, JavaScript, TypeScript",Teamwork,"Russian B2, Uzbek B2",,hh.uz
145,01/28/2025,unknown,Project Manager,Work,RAQAMLI IQTISODIYOT VA AGROTEXNOLOGIYALAR UNIVERSITETI,Uzbekistan,Tashkent,N/A,,"English, Russian, Uzbek",,hh.uz
146,01/21/2025,unknown,Java developer,Work,Nauchno informatsionnyj tsentr novyh tehnologij pri GNK RUz,Uzbekistan,Tashkent,"Java, Oracle, SQL, Spring",,Uzbek,22500000.0,hh.uz
147,01/30/2025,unknown,IT project manager,Work,Udevs,Uzbekistan,Tashkent,"Asana, JIRA, Trello","Negotiation, Communication, Problem-Solving, Self-Motivation","English, Russian B2, Uzbek C1",,hh.uz
148,01/30/2025,unknown,Head of Analytics Group,Work,Uzum Market,Uzbekistan,Tashkent,"PostgreSQL, SQL","Analytical thinking, Problem-Solving, Systems thinking, Business process analysis, Data visualization, Multitasking",Uzbek,,hh.uz
149,01/30/2025,unknown,Golang Junior Programmer,Work,Sarkor Telekom,Uzbekistan,Tashkent,"Docker, Git, Golang, Linux, Oracle, PostgreSQL, RabbitMQ, SQL",,"Russian C2, Uzbek",6000000.0,hh.uz
150,01/06/2025,unknown,QA Engineer,Work,Solutions Lab,Uzbekistan,Tashkent,SQL,"Teamwork, Adaptability, Communication, Self-Motivation",Uzbek,,hh.uz
151,02/03/2025,unknown,Systems Analyst,Work,Variant Retail Finance,Uzbekistan,Tashkent,"Confluence, Excel, JIRA, Word","Communication, Problem-Solving, Teamwork, Adaptability",Uzbek,30000000.0,hh.uz
152,01/06/2025,unknown,QA Engineer,Work,Solutions Lab,Uzbekistan,Tashkent,SQL,"Teamwork, Adaptability",Uzbek,,hh.uz
153,01/27/2025,unknown,Sysadmin,Work,Seven,Uzbekistan,Tashkent,"Apache, IIS, Linux, Metasploit, MySQL, Nagios, Oracle, Windows Server","Problem-Solving, Analytical Thinking",,6000000.0,hh.uz
154,01/30/2025,unknown,Golang Junior Programmer,Work,Sarkor Telekom,Uzbekistan,Tashkent,"Docker, Git, Golang, Linux, Oracle, PostgreSQL, RabbitMQ, SQL",,"Russian C2, Uzbek",6000000.0,hh.uz
155,01/07/2025,unknown,Product Owner B2B products,Work,SMART BANK,Uzbekistan,Tashkent,N/A,"Problem-Solving, Leadership, Communication, Teamwork, Adaptability, Analytical Thinking, Creative Thinking","English B2, Russian C1, Uzbek",39000000.0,hh.uz
156,01/22/2025,unknown,Product manager,Work,OCTO,Uzbekistan,Tashkent,N/A,"Leadership, Teamwork, Communication, Problem-Solving, Analytical Thinking","English, Russian, Uzbek",,hh.uz
157,01/27/2025,unknown,IT technical support,Work,TBC,Uzbekistan,Tashkent,"Azure, JIRA, Linux","Problem-Solving, Teamwork, Communication","English, Uzbek",,hh.uz
158,01/31/2025,unknown,Technical Support Engineer,Work,PHOTOMATE CA,Uzbekistan,Tashkent,N/A,"Problem-Solving, Teamwork, Pro-activeness, Responsibility, Punctuality, Customer-oriented","English B2, Russian Native, Uzbek Native",,hh.uz
159,01/22/2025,unknown,Data Analyst,Work,ONLINE COSMETIC,Uzbekistan,Tashkent,"Confluence, Excel, Power BI, PowerPoint, Python, R, SQL, Tableau","Communication, Problem-Solving, Attention to detail","English C1, Russian C1, Uzbek C1",19500000.0,hh.uz
160,01/24/2025,unknown,Network Administrator,Work,Sarkor Telekom,Uzbekistan,Tashkent,"Linux, Windows Server","Teamwork, Adaptability, Problem-Solving, Analytical Thinking","Russian C1, Uzbek C1",4850000.0,hh.uz
161,02/03/2025,unknown,3D Exterior Designer,Work,TENET-GROUP,Uzbekistan,Tashkent,Blender,"Creativity, Attention to Detail, Innovative approach, Out-of-the-box thinking",Russian C2,22000000.0,hh.uz
162,01/27/2025,unknown,Technical Product Owner,Work,CLICK,Uzbekistan,Tashkent,"Confluence, JIRA, Trello","Problem-Solving, Leadership, Communication, Teamwork, Adaptability, Self-Motivation, Analytical Thinking",,,hh.uz
163,01/29/2025,unknown,IT Project Manager,Work,Octobank,Uzbekistan,Tashkent,N/A,"Leadership, Problem-Solving, Teamwork, Communication, Adaptability, Self-Motivation",Uzbek,,hh.uz
164,01/06/2025,unknown,Social Media Support Specialist,Work,Servisy Ekoma i Rajdteha,Uzbekistan,Tashkent,N/A,"Problem-Solving, Communication, Teamwork, Adaptability, Self-Motivation","Russian C1, Uzbek C1",,hh.uz
165,01/16/2025,unknown,Sports Analyst Football,Work,Intelldetect OÜ,Uzbekistan,Tashkent,N/A,"Analytical thinking, Teamwork",Russian C1,5525000.0,hh.uz
166,01/06/2025,unknown,Social Media Support Specialist,Work,Servisy Ekoma i Rajdteha,Uzbekistan,Bukhara,N/A,"Problem-Solving, Communication, Teamwork, Adaptability, Self-Motivation","Russian C1, Uzbek C1",,hh.uz
167,01/19/2025,unknown,Tester,Work,ONLINE COSMETIC,Uzbekistan,Tashkent,"JIRA, JMeter, JavaScript, Jenkins, Python, SQL, Selenium","Problem-Solving, Teamwork, Communication","English B2, Russian C1, Uzbek C1",10000000.0,hh.uz
168,01/06/2025,unknown,Social Media Support Specialist,Work,Servisy Ekoma i Rajdteha,Uzbekistan,Tashkent,N/A,"Problem-Solving, Communication, Teamwork, Adaptability, Self-Motivation","Russian C1, Uzbek C1",,hh.uz
169,01/16/2025,unknown,Graphic designer,Work,ChP TURON MEDIA,Uzbekistan,Tashkent,N/A,"Attention to detail, Responsibility, Teamwork, Adaptability",Uzbek,15000000.0,hh.uz
170,01/27/2025,unknown,Graphic and Motion Designer,Work,Open Engine (Yangi uylar),Uzbekistan,Tashkent,Figma,"Adaptability, Creative Thinking, Teamwork",,12000000.0,hh.uz
171,01/06/2025,unknown,QA Engineer,Work,PAYNET,Uzbekistan,Tashkent,"Git, SQL, Unity","Teamwork, Adaptability",Uzbek,,hh.uz
172,01/29/2025,unknown,Graphic designer yigit,Work,INNOTEK INVEST,Uzbekistan,Tashkent,N/A,"Adaptability, Responsibility",,5000000.0,hh.uz
173,01/24/2025,unknown,Senior User Support Specialist,Work,UNITEL LLC,Uzbekistan,Tashkent,N/A,Communication,,,hh.uz
174,02/02/2025,unknown,Junior Backend Developer Laravel PHP Framework,Work,Amedia Online Group,Uzbekistan,Tashkent,"CSS, Git, JavaScript, Laravel, Linux, MySQL, SQL, Vue.js",,Uzbek,4000000.0,hh.uz
175,02/01/2025,unknown,Analyst Assistant,Work,DIYORBEK DELUX PLUS,Uzbekistan,Tashkent,Excel,"Attention to detail, Communication skills","Russian, Uzbek",4000000.0,hh.uz
176,01/27/2025,unknown,IT specialist,Work,Bek Corp,Uzbekistan,Jizzakh,"Assembly, Windows Server",,Russian,4000000.0,hh.uz
177,01/22/2025,unknown,Project Manager of IT projects,Work,Aktsionernaja Kompanija Uzbektelekom,Uzbekistan,Tashkent,N/A,"Analytical Thinking, Problem-Solving, Communication, Leadership",,,hh.uz
178,01/28/2025,unknown,Information Security Specialist,Work,TBC,Uzbekistan,Tashkent,N/A,"Teamwork, Stress resistance",,,hh.uz
179,02/01/2025,unknown,Project Manager Universal Soldier,Work,Home Opulence Group,Uzbekistan,Tashkent,"Excel, Word","Problem-Solving, Communication, Adaptability, Initiative","English, Russian, Uzbek",13000000.0,hh.uz
180,02/02/2025,unknown,Graphic designer,Work,AKFA MEDLINE,Uzbekistan,Tashkent,"Adobe Photoshop, Figma, Unity","Creativity, Attention to detail, Adaptability",,4000000.0,hh.uz
181,01/23/2025,unknown,Technical support specialist,Work,Udevs,Uzbekistan,Tashkent,N/A,"Problem-Solving, Communication, Teamwork, Analytical Thinking","Russian B2, Uzbek C2",,hh.uz
182,01/08/2025,unknown,Senior Systems-Business Analyst,Work,CONSORT TAS,Uzbekistan,Tashkent,"Confluence, JIRA, SQL","Analytical skills, Communication",Russian C1,40300000.0,hh.uz
183,01/30/2025,unknown,Full-Stack QA Engineer Java,Work,CLICK,Uzbekistan,Tashkent,"JUnit, Java, Jenkins, SQL, Selenium","Teamwork, Problem-Solving, Adaptability","English, Russian C2, Uzbek",,hh.uz
184,01/24/2025,unknown,QA engineer,Work,UZINFOCOM,Uzbekistan,Tashkent,JIRA,"Teamwork, Problem-Solving, Analytical Thinking",Uzbek,,hh.uz
185,01/27/2025,unknown,AI Project Manager,Work,Alif Uzbekistan,Uzbekistan,Tashkent,"Python, SQL","Problem-Solving, Teamwork","English native, Russian C1, Uzbek C1",,hh.uz
186,02/02/2025,unknown,Database Administrator,Work,AKMAL UMID BARAKA,Uzbekistan,Tashkent,SAP,"Teamwork, Problem-Solving, Analytical Thinking",,10000000.0,hh.uz
187,01/30/2025,unknown,Monitoring Department Specialist,Work,Microyol,Uzbekistan,Tashkent,N/A,"Analytical Thinking, Teamwork, Problem solving, Adaptability","Russian, Uzbek",5500000.0,hh.uz
188,01/06/2025,unknown,Product Manager,Work,Artel Electronics,Uzbekistan,Tashkent,N/A,"Negotiation, Time Management, Problem-Solving, Analytical Thinking",English,17000000.0,hh.uz
189,01/15/2025,unknown,Backend developer,Work,WATCHDOG,Uzbekistan,Tashkent,"AWS, Docker, Git, GitHub, Grafana, Kubernetes, Lambda, Linux, NestJS, Node.js, PostgreSQL, Prometheus, Python, RabbitMQ, Terraform, TypeScript","Communication, Teamwork",English,29900000.0,hh.uz
190,02/02/2025,unknown,Stylemix is ​​looking for a UI/UX designer,Work,WEB THEMES DEVELOPMENT,Uzbekistan,Tashkent,Figma,,"English B2, Russian B2",13000000.0,hh.uz
191,01/23/2025,unknown,ART manager in a Turkish restaurant,Work,OTTO PASTRY,Uzbekistan,Tashkent,N/A,,,,hh.uz
192,02/01/2025,unknown,Emergency Call Support Specialist in Uzbek and Russian,Work,Jandeks,Uzbekistan,Samarkand,N/A,"Stress Resistance, Empathy, Problem-Solving, Teamwork, Adaptability",Russian,,hh.uz
193,02/02/2025,unknown,Senior motion designer,Work,Artel Electronics,Uzbekistan,Tashkent,Unreal Engine,"Teamwork, Self-Motivation",,12500000.0,hh.uz
194,01/21/2025,unknown,Fashion designer,Work,DUAORIGINAL,Uzbekistan,Tashkent,Procreate,"Creativity, Teamwork, Adaptability, Problem-Solving","English, Russian, Uzbek",9100000.0,hh.uz
195,01/30/2025,unknown,Senior Java Developer,Work,Open («FUTURE OPEN TECHNOLOGY GROUP»),Uzbekistan,Tashkent,"AWS, Apache, Apache Kafka, Azure, Docker, Java, Jenkins, Kubernetes, MongoDB, PostgreSQL, RabbitMQ, SQL, Spring","Problem-solving, Leadership, Teamwork","English, Russian, Uzbek",,hh.uz
196,01/27/2025,unknown,Sales Analyst,Work,USMA FUTURE (InHunter),Uzbekistan,Tashkent,"Excel, Power BI, SQL","Analytical Thinking, Problem-Solving, Organization, Attention to Detail, Adaptability, Self-Motivation","English, Uzbek",,hh.uz
197,01/22/2025,unknown,Technical Director/Chief Engineer,Work,SP ABN-MB,Uzbekistan,Tashkent,N/A,"Communication, Negotiation, Analytical Thinking, Adaptability, Problem-Solving, Leadership",English A1,,hh.uz
198,01/08/2025,unknown,Frontend developer,Work,ACCELERAIT,Uzbekistan,Tashkent,"Angular, Bootstrap, CSS, JavaScript, Node.js, Swagger, TypeScript",Teamwork,"Russian, Uzbek",29250000.0,hh.uz
199,01/14/2025,unknown,Graphic designer,Work,AJ “O'zTMK”,Uzbekistan,Tashkent,"Adobe Illustrator, Adobe Photoshop, CorelDRAW, Figma","Creative Thinking, Teamwork","Russian C2, Uzbek C2",,hh.uz
200,02/01/2025,unknown,Low-code developer,Work,Finansovye Informatsionnye Sistemy,Uzbekistan,Tashkent,"Java, JavaScript, Oracle, PostgreSQL, Python, SQL","Communication, Problem-Solving","English B2, Russian C1, Uzbek",,hh.uz
201,01/20/2025,unknown,Graphic designer,Work,Meduza Management ( TM GroupTriya Mebel ),Uzbekistan,Tashkent,"Adobe Illustrator, Adobe Photoshop, Figma","Adaptability, Attention to detail","Russian C2, Uzbek C2",8500000.0,hh.uz
202,01/08/2025,unknown,Frontend developer,Work,ACCELERAIT,Uzbekistan,Tashkent,"Angular, Bootstrap, CSS, JavaScript, Node.js, Swagger, TypeScript",Teamwork,"Russian, Uzbek",29250000.0,hh.uz
203,01/27/2025,unknown,Business Analytics Manager BI Manager,Work,Safia konditerskij dom,Uzbekistan,Tashkent,N/A,,,,hh.uz
204,02/01/2025,unknown,Low-code developer,Work,Finansovye Informatsionnye Sistemy,Uzbekistan,Tashkent,"Java, JavaScript, Oracle, PostgreSQL, Python, SQL","Communication, Problem-Solving","English B2, Russian C1, Uzbek",,hh.uz
205,01/14/2025,unknown,Web designer,Work,Belik Svetlana Vjacheslavovna,Uzbekistan,Tashkent,Midjourney,,Uzbek,11700000.0,hh.uz
206,01/16/2025,unknown,Project manager,Work,Udevs,Uzbekistan,Tashkent,Trello,"Communication, Problem-Solving, Self-Motivation, Teamwork, Conflict Management","Russian, Uzbek",3000000.0,hh.uz
207,01/29/2025,unknown,Product Owner,Work,United IT Company,Uzbekistan,Tashkent,N/A,"Communication, Negotiation, Problem-Solving, Leadership, Teamwork, Adaptability","English B2, Russian B2, Uzbek",21500000.0,hh.uz
208,01/10/2025,unknown,Network Engineer,Work,LIDER TEAM,Uzbekistan,Tashkent,Linux,,"English C1, Russian C1, Uzbek C1",18500000.0,hh.uz
209,01/14/2025,unknown,Analyst,Work,Key Consulting,Uzbekistan,Tashkent,PowerPoint,"Responsibility, Teamwork, Adaptability, Problem-Solving","Russian, Uzbek",5000000.0,hh.uz
210,02/03/2025,unknown,User Technical Support Specialist,Work,YANGI BANK,Uzbekistan,Tashkent,N/A,"Problem-Solving, Adaptability",Uzbek,,hh.uz
211,02/02/2025,unknown,Python Mentor,Work,Unicorn IT Academy,Uzbekistan,Tashkent,"Bash, Django, Docker, FastAPI, Flask, Git, GitHub, MongoDB, PostgreSQL, PyCharm, Python",,,10000000.0,hh.uz
212,01/29/2025,unknown,Information Security Specialist,Work,HRBG,Uzbekistan,Tashkent,N/A,,Uzbek,,hh.uz
213,01/24/2025,unknown,Software Tester,Work,Finansovye Informatsionnye Sistemy,Uzbekistan,Tashkent,SQL,"Analytical Thinking, Problem-Solving, Communication",Russian C2,,hh.uz
214,01/21/2025,unknown,Project Manager PM,Work,Nauchno informatsionnyj tsentr novyh tehnologij pri GNK RUz,Uzbekistan,Tashkent,N/A,"Communication, Problem-Solving, Teamwork","Russian, Uzbek",15000000.0,hh.uz
215,01/31/2025,unknown,PHP Developer Backend for Mobile Application,Work,Mikrokreditbank,Uzbekistan,Tashkent,"Docker, Firebase, Git, Laravel, Linux, MongoDB, MySQL, PHP, PostgreSQL, RabbitMQ, SQL",Teamwork,,,hh.uz
216,01/31/2025,unknown,Assistant System Administrator,Work,QUVVAT,Uzbekistan,Tashkent,N/A,"Responsibility, Discipline, Attentiveness, Learning Ability",Russian,3650000.0,hh.uz
217,01/26/2025,unknown,QA Engineer,Work,CENTER FOR DIGITAL TECHNOLOGY AND INNOVATION,Uzbekistan,Tashkent,"Confluence, JIRA","Analytical Thinking, Problem-Solving, Teamwork, Adaptability","English B1, Russian C2, Uzbek B2",,hh.uz
218,01/09/2025,unknown,Technical support operator,Work,Future Focus,Uzbekistan,Tashkent,Excel,"Responsibility, Analytical Thinking, Self-Motivation, Adaptability","English native, Uzbek",9100000.0,hh.uz
219,01/27/2025,unknown,BI-analytics,Work,ROODELL,Uzbekistan,Tashkent,"Power BI, Qlik Sense, QlikView, Tableau",,"Russian, Uzbek",,hh.uz
220,01/20/2025,unknown,System administrator,Work,TEAM University,Uzbekistan,Tashkent,N/A,,,,hh.uz
221,01/18/2025,unknown,Middle PHP tutorial,Work,EPA,Uzbekistan,Tashkent,"Git, Laravel, PHP","Analytical Thinking, Responsibility",,,hh.uz
222,01/28/2025,unknown,Partner Support Specialist,Work,Uzum Market,Uzbekistan,Tashkent,N/A,"Teamwork, Negotiation, Problem-Solving, Communication, Adaptability, Result orientation, Time management","Russian C2, Uzbek C2",4650000.0,hh.uz
223,01/09/2025,unknown,Head of IT Infrastructure Department,Work,Open («FUTURE OPEN TECHNOLOGY GROUP»),Uzbekistan,Tashkent,N/A,,,50000000.0,hh.uz
224,01/30/2025,unknown,Project Manager,Work,ANCOR Uzbekistan,Uzbekistan,Tashkent,N/A,"Negotiations, Project management",English C1,,hh.uz
225,01/23/2025,unknown,System administrator,Work,PROFI UNIVERSITY,Uzbekistan,Tashkent,Windows Server,Problem-Solving,,5500000.0,hh.uz
226,01/06/2025,unknown,Network Administrator,Work,Solutions Lab,Uzbekistan,Tashkent,N/A,,,,hh.uz
227,01/15/2025,unknown,"Systems Analyst English, Turkish",Work,TOO IT Support Group,Uzbekistan,Tashkent,N/A,"Problem-Solving, Communication, Adaptability","English, Turkish",6500000.0,hh.uz
228,01/31/2025,unknown,Software Testing Engineer,Work,SMARTTECH SOFT,Uzbekistan,Tashkent,"CSS, JIRA, SQL","Teamwork, Analytical Thinking, Problem-Solving",Russian B2,26000000.0,hh.uz
229,02/02/2025,unknown,Backend developer,Work,SATashkent,Uzbekistan,Tashkent,"MongoDB, Node.js, TypeScript","Problem-solving, Teamwork",,11050000.0,hh.uz
230,02/01/2025,unknown,Emergency Call Support Specialist in Uzbek and Russian,Work,Jandeks,Uzbekistan,Tashkent,N/A,"Stress Resistance, Empathy, Problem-Solving, Teamwork, Adaptability",Russian,,hh.uz
231,01/22/2025,unknown,Backend - Golang developer,Work,"O'ZBEKISTON RESPUBLIKASI INVESTITSIYALAR, SANOAT VA SAVDO VAZIRLIGI QOSHIDAGI RAQAMLASHTIRISH MARKAZI MCHJ",Uzbekistan,Tashkent,"Gin, Git",,,6500000.0,hh.uz
232,01/28/2025,unknown,Tester / QA Engineer in the office,Work,My Taxi,Uzbekistan,Tashkent,"Android Studio, PostgreSQL, SQL, Trello","Teamwork, Self-Motivation, Adaptability","English B1, Russian C1, Uzbek C1",,hh.uz
233,01/22/2025,unknown,VIP Manager iGaming UZ market,Work,President Service Consult,Uzbekistan,Tashkent,N/A,"Communication, Problem-Solving, Adaptability, Teamwork",Uzbek,13000000.0,hh.uz
234,01/04/2025,unknown,Manual QA,Work,Fido-Biznes,Uzbekistan,Tashkent,"Git, SQL","Analytical skills, Teamwork, Communication","Russian C1, Uzbek B1",,hh.uz
235,02/01/2025,unknown,Linux System Administrator,Work,Korrektsionnyj fitnes,Uzbekistan,Tashkent,Linux,,,9000000.0,hh.uz
236,01/19/2025,unknown,ETL Data Analyst,Work,AVO.UZ,Uzbekistan,Tashkent,"Power BI, Python, SQL","Problem-Solving, Teamwork",Uzbek,,hh.uz
237,02/01/2025,unknown,Data Analytics Mentor,Work,MARCOS SOFT,Uzbekistan,Tashkent,"Excel, MySQL, Pandas, PostgreSQL, Power BI, Python, R, SQL, SQLite, SciPy",,,22100000.0,hh.uz
238,01/31/2025,unknown,Project Manager in IT PM,Work,Tafakkur Group,Uzbekistan,Tashkent,JIRA,"Leadership, Communication, Problem-Solving, Analytical Thinking, Strategic Thinking, Adaptability","English B1, Russian B2, Uzbek C1",8000000.0,hh.uz
239,01/07/2025,unknown,Product Owner Banking Products Mobile Payment Systems,Work,SMART BANK,Uzbekistan,Tashkent,"JIRA, Trello","Teamwork, Problem-Solving, Adaptability, Responsibility","English B2, Russian C1, Uzbek",39000000.0,hh.uz
240,01/20/2025,unknown,Data Engineer,Work,CLICK,Uzbekistan,Tashkent,"Airflow, Apache, Apache Airflow, ClickHouse, Hadoop, PostgreSQL, Python, SQL, Spark",,English,,hh.uz
241,01/22/2025,unknown,Python Backend Middle Developer,Work,EdPro,Uzbekistan,Tashkent,"AWS, Ansible, Django, Docker, FastAPI, Git, Grafana, JavaScript, Linux, Pandas, PostgreSQL, Prometheus, Python, RabbitMQ, Vue.js","Problem-Solving, Self-Motivation, Adaptability","English, Russian",20250000.0,hh.uz
242,01/24/2025,unknown,Data Engineer,Work,Alif Uzbekistan,Uzbekistan,Tashkent,"Airflow, Apache, Apache Airflow, Apache Kafka, ClickHouse, NumPy, Pandas, PostgreSQL, Python",,"English native, Russian C2, Uzbek",,hh.uz
243,02/01/2025,unknown,Graphic designer,Work,UPG HOME FOR GAMERS,Uzbekistan,Tashkent,"Adobe Illustrator, Adobe Photoshop, CorelDRAW",,,6000000.0,hh.uz
244,02/02/2025,unknown,Game Designer Intern,Intern,Lesta Igry,Uzbekistan,Tashkent,N/A,Analytical thinking,"English B1, Russian C1",,hh.uz
245,01/26/2025,unknown,QA,Work,APEX BANK,Uzbekistan,Tashkent,"Git, JUnit, Selenium","Leadership, Problem-Solving, Teamwork, Analytical Thinking",,,hh.uz
246,02/02/2025,unknown,New Product Development Manager,Work,AQUA PRODUCTS,Uzbekistan,Tashkent,"Excel, PowerPoint, Word","Communication skills, Teamwork, Stress resistance, Responsibility",Russian,,hh.uz
